Filename,NZTM_X,NZTM_Y,NZGD_Depth,Depth,Vs30,NZGD_Rounddown_Depth,gid,tid
CPT_5224_measurement_num_0,1574785.71,5182881.17,20.0,19,158.41,20,10,15
CPT_5225_measurement_num_0,1574896.28,5182889.1,20.01,19,150.23,20,10,15
CPT_5226_measurement_num_0,1575287.33,5183158.41,20.0,19,182.63,20,10,15
CPT_5227_measurement_num_0,1575059.55,5182787.44,20.0,19,178.21,20,6,15
CPT_5229_measurement_num_0,1575229.57,5183214.74,20.0,19,178.83,20,10,15
CPT_522_measurement_num_0,1572864.59,5182049.44,28.04,27,177.5,28,10,15
CPT_5230_measurement_num_0,1575725.77,5183246.96,20.0,19,187.66,20,6,15
CPT_5231_measurement_num_0,1575576.99,5183181.92,20.01,19,173.84,20,6,15
CPT_5238_measurement_num_0,1573231.3,5181168.76,20.0,19,174.57,20,10,16
CPT_5246_measurement_num_0,1573775.68,5182134.06,20.0,19,179.06,20,10,15
CPT_5248_measurement_num_0,1573744.77,5182362.32,20.0,19,173.69,20,10,15
CPT_5252_measurement_num_0,1574454.89,5183594.27,20.03,19,153.58,20,10,16
CPT_5253_measurement_num_0,1574243.59,5183831.42,20.0,19,155.31,20,6,16
CPT_5254_measurement_num_0,1575249.08,5184672.19,20.0,19,148.27,20,3,15
CPT_5256_measurement_num_0,1570755.5,5181699.04,20.01,19,149.7,20,1,16
CPT_5257_measurement_num_0,1574251.72,5181512.9,20.22,20,172.17,20,10,15
CPT_5258_measurement_num_0,1574816.28,5181126.88,20.0,19,176.86,20,6,16
CPT_5259_measurement_num_0,1574572.2,5181330.52,20.0,19,187.95,20,6,16
CPT_525_measurement_num_0,1573164.99,5182028.45,10.1,10,128.91,10,10,15
CPT_5261_measurement_num_0,1575513.57,5182439.14,20.0,19,174.38,20,6,15
CPT_5262_measurement_num_0,1575607.86,5182637.57,20.06,20,182.79,20,6,15
CPT_5263_measurement_num_0,1574666.8,5182507.41,18.08,18,150.57,18,10,15
CPT_5266_measurement_num_0,1570975.2,5181572.56,20.01,19,152.21,20,1,16
CPT_5268_measurement_num_0,1571258.82,5182876.34,12.68,13,140.64,12,10,15
CPT_5274_measurement_num_0,1576351.17,5181392.81,20.14,20,184.63,20,6,16
CPT_5275_measurement_num_0,1574279.86,5184843.09,20.0,19,160.73,20,6,15
CPT_5279_measurement_num_0,1573352.48,5196752.81,12.28,12,283.02,12,10,15
CPT_5288_measurement_num_0,1576610.39,5184331.14,20.0,20,172.59,20,6,15
CPT_5293_measurement_num_0,1575295.77,5185983.22,20.0,19,166.53,20,6,15
CPT_5295_measurement_num_0,1575147.09,5185968.12,20.0,19,171.18,20,6,15
CPT_5298_measurement_num_0,1577796.41,5177032.67,13.66,13,307.83,13,8,5
CPT_52990_measurement_num_0,1566438.81,5179706.29,11.43,11,121.55,11,10,15
CPT_5299_measurement_num_0,1575277.47,5186012.05,15.2,15,166.65,15,6,15
CPT_529_measurement_num_0,1572767.08,5181960.41,28.22,28,165.78,28,10,16
CPT_52_measurement_num_0,1574504.38,5183445.31,25.21,25,156.65,25,10,16
CPT_5301_measurement_num_0,1572542.48,5177342.83,17.89,17,133.36,17,10,15
CPT_5302_measurement_num_0,1575266.45,5186030.81,15.08,15,165.76,15,6,15
CPT_5303_measurement_num_0,1575577.6,5185840.32,20.0,19,166.12,20,6,16
CPT_5304_measurement_num_0,1572289.7,5182368.27,20.12,20,192.74,20,10,16
CPT_5305_measurement_num_0,1572597.1,5182724.02,20.07,20,191.94,20,10,16
CPT_5306_measurement_num_0,1572623.6,5183168.86,20.26,20,184.34,20,10,15
CPT_5309_measurement_num_0,1572533.0,5177323.54,17.54,17,133.28,17,10,15
CPT_5310_measurement_num_0,1572532.91,5177334.6,18.1,18,132.05,18,10,15
CPT_5311_measurement_num_0,1572487.21,5176682.24,25.15,25,151.03,25,10,14
CPT_5313_measurement_num_0,1572513.48,5176663.32,25.28,25,153.68,25,10,14
CPT_5315_measurement_num_0,1572535.83,5176649.04,26.45,26,151.1,26,10,13
CPT_5316_measurement_num_0,1572370.17,5183375.57,15.0,15,160.99,15,10,16
CPT_5317_measurement_num_0,1572501.63,5176664.82,25.01,24,142.81,25,10,14
CPT_5318_measurement_num_0,1576362.81,5186382.12,20.11,20,173.59,20,6,15
CPT_5319_measurement_num_0,1576337.66,5184942.63,20.0,19,172.85,20,6,15
CPT_5320_measurement_num_0,1576573.79,5184435.82,24.16,24,159.51,24,6,16
CPT_5321_measurement_num_0,1576541.97,5183291.21,23.08,23,170.87,23,10,15
CPT_5322_measurement_num_0,1576505.97,5183037.58,26.09,26,171.96,26,10,15
CPT_5323_measurement_num_0,1570346.25,5179908.38,16.14,16,184.85,16,10,11
CPT_5324_measurement_num_0,1570397.5,5179928.9,17.88,17,98.45,17,10,11
CPT_5326_measurement_num_0,1576763.51,5181516.3,20.0,20,174.02,20,3,16
CPT_5328_measurement_num_0,1575006.07,5182864.68,20.0,20,163.14,20,10,15
CPT_5329_measurement_num_0,1571757.44,5180707.15,17.0,17,77.97,17,10,14
CPT_532_measurement_num_0,1572005.35,5182226.96,19.42,19,141.23,19,10,16
CPT_5331_measurement_num_0,1571764.49,5180704.68,16.6,16,159.43,16,10,14
CPT_5334_measurement_num_0,1571787.89,5180699.84,14.96,14,91.94,14,10,14
CPT_5335_measurement_num_0,1574100.78,5182162.67,20.0,19,162.68,20,10,15
CPT_5337_measurement_num_0,1571741.57,5180663.04,15.66,15,85.08,15,10,15
CPT_5338_measurement_num_0,1574012.42,5181934.7,20.02,20,166.44,20,10,15
CPT_5339_measurement_num_0,1571758.43,5180659.62,16.71,16,163.72,16,10,14
CPT_5341_measurement_num_0,1572918.5,5196944.43,13.64,13,245.66,13,10,15
CPT_5342_measurement_num_0,1576587.56,5183667.0,12.25,12,148.08,12,6,15
CPT_5343_measurement_num_0,1577576.44,5182523.67,20.01,19,170.22,20,10,15
CPT_5344_measurement_num_0,1574691.4,5182173.0,18.63,18,167.18,18,10,15
CPT_5345_measurement_num_0,1575264.1,5181323.86,20.01,19,170.68,20,6,15
CPT_5346_measurement_num_0,1573855.68,5177925.63,19.98,19,161.6,19,10,16
CPT_5347_measurement_num_0,1572258.54,5178846.77,20.03,19,152.83,20,10,15
CPT_5348_measurement_num_0,1572614.38,5178614.91,20.04,20,150.88,20,10,16
CPT_5353_measurement_num_0,1570628.54,5180588.94,16.25,16,93.68,16,10,15
CPT_5355_measurement_num_0,1570643.43,5180556.93,16.7,16,85.46,16,10,15
CPT_5357_measurement_num_0,1570630.04,5180558.8,16.26,16,98.14,16,10,15
CPT_5358_measurement_num_0,1570474.36,5180402.76,12.49,12,94.69,12,10,16
CPT_5360_measurement_num_0,1570507.04,5180405.7,12.04,12,92.88,12,10,16
CPT_5362_measurement_num_0,1570558.56,5179169.67,22.05,21,116.8,22,10,15
CPT_5363_measurement_num_0,1570671.16,5179149.6,20.18,20,125.58,20,10,15
CPT_5364_measurement_num_0,1570703.17,5179174.5,21.51,21,120.08,21,10,15
CPT_5365_measurement_num_0,1570502.73,5179172.67,18.86,18,133.49,18,10,14
CPT_5367_measurement_num_0,1575346.37,5182244.95,20.0,19,172.68,20,6,15
CPT_5368_measurement_num_0,1570733.81,5179149.31,21.93,21,121.56,21,10,15
CPT_5369_measurement_num_0,1572387.9,5178754.5,24.31,24,153.43,24,10,16
CPT_536_measurement_num_0,1571900.95,5182002.32,21.25,21,150.5,21,10,16
CPT_5370_measurement_num_0,1575501.36,5181387.54,20.0,20,173.09,20,6,16
CPT_5371_measurement_num_0,1569711.46,5181322.61,17.39,17,131.16,17,10,16
CPT_5372_measurement_num_0,1569710.0,5181301.41,18.44,18,128.08,18,10,16
CPT_5373_measurement_num_0,1574663.23,5181430.44,20.0,19,179.1,20,6,16
CPT_5374_measurement_num_0,1569700.35,5181285.19,17.96,17,144.5,17,10,16
CPT_5375_measurement_num_0,1573842.53,5177278.82,23.16,23,165.75,23,10,16
CPT_5376_measurement_num_0,1574991.73,5181263.04,20.0,19,169.72,20,6,15
CPT_5377_measurement_num_0,1574135.02,5177034.36,10.29,10,130.15,10,3,16
CPT_5378_measurement_num_0,1574807.38,5180955.58,20.0,19,180.74,20,6,15
CPT_5379_measurement_num_0,1574096.91,5177429.43,10.6,10,137.3,10,10,16
CPT_537_measurement_num_0,1572077.56,5181993.76,23.32,23,139.76,23,6,16
CPT_5380_measurement_num_0,1574802.04,5181325.49,20.0,19,174.46,20,6,16
CPT_5381_measurement_num_0,1575153.7,5183107.0,20.0,19,164.49,20,10,15
CPT_5382_measurement_num_0,1574236.03,5176980.08,26.03,25,136.38,26,3,16
CPT_5383_measurement_num_0,1575002.02,5182849.07,20.0,20,173.65,20,10,15
CPT_5388_measurement_num_0,1575021.1,5182875.62,20.0,20,161.77,20,10,15
CPT_538_measurement_num_0,1572418.4,5181737.54,24.37,24,154.44,24,10,16
CPT_5392_measurement_num_0,1573629.67,5180823.9,20.0,20,177.19,20,10,15
CPT_5395_measurement_num_0,1573544.94,5180883.99,20.0,20,159.36,20,10,15
CPT_53989_measurement_num_0,1574626.0,5184836.0,15.12,15,172.06,15,6,15
CPT_53993_measurement_num_0,1566533.0,5180699.0,10.25,10,165.98,10,10,16
CPT_53_measurement_num_0,1574621.42,5183528.92,27.05,26,161.04,27,10,16
CPT_54005_measurement_num_0,1568805.0,5182125.0,18.82,18,176.99,18,10,16
CPT_54011_measurement_num_0,1566501.0,5181281.0,10.76,10,176.55,10,10,16
CPT_5402_measurement_num_0,1575635.04,5183298.72,20.0,19,168.54,20,6,15
CPT_54031_measurement_num_0,1569922.91,5178983.71,22.76,22,165.12,22,10,15
CPT_54032_measurement_num_0,1569919.09,5178971.59,22.9,22,159.71,22,10,15
CPT_54033_measurement_num_0,1569895.01,5178971.81,23.14,23,154.21,23,10,15
CPT_5403_measurement_num_0,1576707.97,5183445.59,20.0,19,167.87,20,6,15
CPT_54061_measurement_num_0,1570725.63,5179969.15,0.0,25,174.0,0,10,11
CPT_54062_measurement_num_0,1570743.94,5179978.22,0.0,25,174.0,0,10,11
CPT_54064_measurement_num_0,1570724.79,5185792.08,20.2,20,140.01,20,10,16
CPT_54065_measurement_num_0,1570664.51,5185704.82,15.0,14,147.34,15,10,16
CPT_54066_measurement_num_0,1570518.8,5185737.5,15.0,14,139.56,15,10,16
CPT_54067_measurement_num_0,1570506.55,5185886.14,20.0,19,141.1,20,10,16
CPT_54068_measurement_num_0,1570677.21,5185883.8,15.0,14,116.64,15,10,16
CPT_54070_measurement_num_0,1570268.21,5179311.88,22.06,21,161.93,22,10,14
CPT_54075_measurement_num_0,1570286.28,5179311.88,19.83,19,168.17,19,10,14
CPT_54078_measurement_num_0,1570334.99,5179304.05,20.02,19,161.48,20,10,14
CPT_54079_measurement_num_0,1570276.54,5179287.48,20.0,19,160.38,20,10,14
CPT_5407_measurement_num_0,1576613.12,5185459.26,20.0,19,164.36,20,6,15
CPT_54081_measurement_num_0,1570307.76,5179283.53,20.07,19,164.29,20,10,14
CPT_54082_measurement_num_0,1571630.0,5176689.0,14.52,14,121.81,14,10,13
CPT_54083_measurement_num_0,1570325.17,5179283.65,20.0,19,163.7,20,10,14
CPT_54099_measurement_num_0,1571903.0,5182640.0,15.06,14,147.28,15,10,16
CPT_5410_measurement_num_0,1567277.72,5177448.26,16.18,16,128.56,16,10,15
CPT_5415_measurement_num_0,1577478.89,5177429.41,16.84,16,146.04,16,255,255
CPT_54168_measurement_num_0,1570910.49,5176261.95,15.56,15,121.81,15,10,13
CPT_5417_measurement_num_0,1577753.78,5177405.41,29.88,29,151.06,29,255,255
CPT_54188_measurement_num_0,1575580.0,5204755.0,10.12,10,302.34,10,6,16
CPT_54189_measurement_num_0,1575583.0,5204740.0,10.89,10,305.73,10,6,16
CPT_54190_measurement_num_0,1572980.0,5178064.0,10.14,10,131.26,10,10,16
CPT_54195_measurement_num_0,1574753.3,5178437.13,15.66,15,151.14,15,10,15
CPT_54196_measurement_num_0,1574732.29,5178440.6,15.83,15,145.93,15,10,15
CPT_541_measurement_num_0,1572870.66,5181472.99,22.38,22,152.06,22,10,16
CPT_54205_measurement_num_0,1574886.9,5185923.1,20.15,19,183.67,20,6,15
CPT_54207_measurement_num_0,1572443.82,5183143.07,20.99,21,197.71,20,10,16
CPT_5420_measurement_num_0,1578082.09,5177376.48,28.65,28,147.99,28,255,255
CPT_54217_measurement_num_0,1572268.0,5196824.0,11.09,10,205.79,11,6,16
CPT_54218_measurement_num_0,1572300.0,5196836.0,10.34,10,237.48,10,6,16
CPT_54233_measurement_num_0,1574433.97,5178154.24,20.3,20,156.27,20,10,15
CPT_54234_measurement_num_0,1574460.8,5178191.84,19.85,19,156.71,19,10,16
CPT_54238_measurement_num_0,1570262.68,5180591.35,10.84,10,106.0,10,10,13
CPT_54239_measurement_num_0,1570253.21,5180593.64,11.54,11,102.6,11,10,13
CPT_5423_measurement_num_0,1577928.95,5182401.35,26.41,26,157.16,26,6,15
CPT_54240_measurement_num_0,1570220.39,5180596.16,21.62,21,142.14,21,10,9
CPT_54241_measurement_num_0,1570239.94,5180615.35,15.42,15,119.09,15,10,9
CPT_54251_measurement_num_0,1570274.8,5180627.83,21.44,21,141.78,21,10,13
CPT_5428_measurement_num_0,1572513.25,5181133.66,18.88,18,175.22,18,10,16
CPT_54291_measurement_num_0,1576332.52,5181006.97,15.0,14,176.54,15,2,15
CPT_5429_measurement_num_0,1572547.58,5181139.14,23.36,23,169.28,23,10,16
CPT_54328_measurement_num_0,1572435.96,5181301.97,20.26,20,174.23,20,10,16
CPT_54329_measurement_num_0,1572449.79,5181299.89,20.03,19,172.22,20,10,16
CPT_5432_measurement_num_0,1572559.64,5181123.47,22.31,22,78.48,22,10,16
CPT_54330_measurement_num_0,1572435.96,5181301.97,19.96,19,165.89,19,10,16
CPT_54331_measurement_num_0,1569550.42,5181801.14,12.09,11,136.76,12,10,15
CPT_54336_measurement_num_0,1570098.96,5178442.84,20.1,20,142.59,20,10,15
CPT_54337_measurement_num_0,1570599.27,5184103.87,20.25,20,162.94,20,10,15
CPT_54338_measurement_num_0,1570599.27,5184103.87,19.98,19,180.02,19,10,15
CPT_54340_measurement_num_0,1574807.38,5183040.49,15.0,15,158.03,15,10,15
CPT_54354_measurement_num_0,1570941.0,5181571.0,21.89,21,157.4,21,1,16
CPT_54357_measurement_num_0,1570969.0,5186196.0,12.04,12,174.54,12,10,16
CPT_54359_measurement_num_0,1571050.0,5186181.0,19.06,19,164.93,19,1,16
CPT_54366_measurement_num_0,1571296.0,5181339.0,19.99,19,177.11,19,1,16
CPT_54375_measurement_num_0,1572013.0,5182729.0,15.3,15,166.44,15,10,16
CPT_54376_measurement_num_0,1571956.0,5182769.0,13.42,13,161.84,13,10,16
CPT_54386_measurement_num_0,1576775.23,5184574.67,12.02,11,156.73,12,6,15
CPT_54387_measurement_num_0,1576775.23,5184574.67,10.19,10,150.48,10,6,15
CPT_54394_measurement_num_0,1576917.03,5184545.81,20.21,20,170.94,20,6,15
CPT_54395_measurement_num_0,1576935.39,5184543.87,20.22,20,186.8,20,6,15
CPT_543_measurement_num_0,1573113.49,5182019.79,27.38,27,161.57,27,10,15
CPT_54400_measurement_num_0,1575648.28,5177948.04,19.11,19,168.94,19,3,16
CPT_54401_measurement_num_0,1571388.5,5175358.07,18.9,18,138.84,18,7,1
CPT_54402_measurement_num_0,1571364.51,5175336.08,23.18,23,139.88,23,7,2
CPT_54403_measurement_num_0,1571372.5,5175343.08,22.89,22,138.84,22,7,2
CPT_54407_measurement_num_0,1575079.76,5184206.71,20.18,20,166.2,20,6,15
CPT_54408_measurement_num_0,1575101.75,5184192.71,14.0,13,149.63,14,6,15
CPT_54411_measurement_num_0,1576504.2,5184007.81,20.2,20,181.25,20,6,15
CPT_54412_measurement_num_0,1576522.19,5184008.81,20.2,20,177.73,20,6,15
CPT_54417_measurement_num_0,1572751.93,5175993.88,20.22,20,127.82,20,15,2
CPT_54421_measurement_num_0,1574134.0,5177656.0,15.13,15,173.3,15,10,16
CPT_54422_measurement_num_0,1574057.0,5177666.0,15.18,15,175.12,15,10,16
CPT_54438_measurement_num_0,1576148.45,5182666.14,20.19,19,168.23,20,6,15
CPT_54440_measurement_num_0,1572161.73,5183134.06,20.15,20,181.01,20,10,16
CPT_54446_measurement_num_0,1576456.28,5181249.91,20.21,20,180.15,20,6,16
CPT_54448_measurement_num_0,1576448.28,5181235.91,20.2,20,184.08,20,6,15
CPT_54452_measurement_num_0,1573177.48,5182621.6,20.2,20,175.35,20,10,15
CPT_54455_measurement_num_0,1573166.29,5182629.55,19.73,19,182.78,19,10,15
CPT_5446_measurement_num_0,1565455.04,5177826.22,17.21,17,97.29,17,10,15
CPT_5447_measurement_num_0,1566809.05,5178536.76,13.71,13,182.15,13,10,15
CPT_54492_measurement_num_0,1572395.85,5182631.26,20.16,20,169.78,20,10,16
CPT_54493_measurement_num_0,1572397.85,5182648.26,20.15,20,169.9,20,10,16
CPT_54494_measurement_num_0,1572405.85,5182644.26,20.19,20,172.06,20,10,16
CPT_54508_measurement_num_0,1578806.36,5179820.54,20.19,20,184.12,20,6,15
CPT_54509_measurement_num_0,1578796.37,5179843.53,20.21,20,185.99,20,6,15
CPT_54510_measurement_num_0,1578799.37,5179832.54,20.21,20,185.46,20,6,15
CPT_54512_measurement_num_0,1574756.92,5182646.31,20.21,20,175.85,20,10,15
CPT_54513_measurement_num_0,1574773.92,5182663.31,20.21,20,167.71,20,10,15
CPT_54514_measurement_num_0,1574771.92,5182662.31,20.2,20,168.09,20,10,15
CPT_54539_measurement_num_0,1571400.0,5175359.0,18.54,18,138.25,18,7,1
CPT_54546_measurement_num_0,1575152.75,5183194.11,19.64,19,146.24,19,10,15
CPT_54549_measurement_num_0,1574964.83,5182926.21,18.34,18,152.72,18,10,15
CPT_54550_measurement_num_0,1574976.83,5182934.21,20.31,20,168.8,20,10,15
CPT_54551_measurement_num_0,1574988.82,5182927.21,20.49,20,167.01,20,10,15
CPT_5456_measurement_num_0,1573468.96,5182072.39,23.31,23,197.44,23,10,15
CPT_54578_measurement_num_0,1577163.93,5184441.65,13.78,13,161.3,13,6,15
CPT_5457_measurement_num_0,1574100.9,5182063.65,19.69,19,173.13,19,10,15
CPT_54583_measurement_num_0,1575568.0,5204750.0,10.14,10,305.36,10,6,16
CPT_54584_measurement_num_0,1577158.24,5184451.77,20.51,20,177.76,20,6,15
CPT_54585_measurement_num_0,1577141.94,5184447.65,20.5,20,183.91,20,6,15
CPT_54587_measurement_num_0,1572950.0,5178030.0,10.13,10,139.53,10,10,15
CPT_54588_measurement_num_0,1572962.0,5178051.0,10.17,10,144.35,10,10,16
CPT_54589_measurement_num_0,1572969.0,5178065.0,10.12,10,142.85,10,10,16
CPT_5458_measurement_num_0,1578566.09,5177344.46,29.16,29,167.09,29,6,15
CPT_54592_measurement_num_0,1574973.0,5183824.0,10.34,10,146.24,10,3,15
CPT_54593_measurement_num_0,1574977.0,5183840.0,10.24,10,150.86,10,3,15
CPT_54594_measurement_num_0,1574983.0,5183827.0,10.24,10,150.42,10,3,15
CPT_54595_measurement_num_0,1573768.0,5177964.0,20.1,20,161.61,20,10,16
CPT_54596_measurement_num_0,1573786.44,5177976.13,16.34,16,162.03,16,10,16
CPT_5459_measurement_num_0,1578755.72,5177347.46,23.1,23,164.35,23,6,255
CPT_54600_measurement_num_0,1570235.0,5202953.0,10.18,10,286.11,10,10,16
CPT_54601_measurement_num_0,1574218.27,5183982.25,15.24,15,173.28,15,6,15
CPT_54602_measurement_num_0,1574205.11,5183961.79,17.19,17,171.0,17,6,15
CPT_54609_measurement_num_0,1576004.45,5181503.79,15.75,15,173.95,15,6,15
CPT_5460_measurement_num_0,1578876.18,5177136.44,31.62,29,151.78,31,6,255
CPT_54610_measurement_num_0,1576023.45,5181507.79,17.69,17,180.88,17,6,15
CPT_54613_measurement_num_0,1572414.55,5182628.18,20.17,20,176.83,20,10,16
CPT_54617_measurement_num_0,1572426.33,5182636.56,20.17,20,176.83,20,10,16
CPT_54618_measurement_num_0,1571858.07,5182403.34,20.51,20,151.8,20,10,16
CPT_54619_measurement_num_0,1572764.21,5181859.86,20.17,19,160.76,20,10,15
CPT_5461_measurement_num_0,1578968.86,5176909.29,25.28,25,157.21,25,6,255
CPT_54621_measurement_num_0,1572608.07,5181868.58,20.12,20,181.99,20,10,16
CPT_54623_measurement_num_0,1574101.38,5180960.44,20.17,19,191.15,20,10,16
CPT_54624_measurement_num_0,1577694.75,5182559.41,19.75,19,182.32,19,6,15
CPT_54625_measurement_num_0,1577689.75,5182546.42,11.85,11,157.49,11,6,15
CPT_54628_measurement_num_0,1574132.1,5181149.08,20.17,19,191.15,20,6,16
CPT_5462_measurement_num_0,1574799.71,5177944.67,21.39,21,168.76,21,10,15
CPT_54631_measurement_num_0,1576540.15,5186545.81,20.5,20,160.02,20,6,15
CPT_54632_measurement_num_0,1576542.14,5186532.82,20.5,20,188.09,20,6,15
CPT_54635_measurement_num_0,1579566.09,5178219.21,20.5,20,179.17,20,6,255
CPT_54636_measurement_num_0,1579592.08,5178233.21,20.51,20,178.14,20,6,255
CPT_54638_measurement_num_0,1578205.58,5181035.04,20.52,20,186.57,20,6,15
CPT_54639_measurement_num_0,1578217.57,5181026.04,18.46,18,182.9,18,6,15
CPT_5463_measurement_num_0,1574783.3,5177922.45,22.25,22,169.81,22,10,15
CPT_54642_measurement_num_0,1575879.46,5183254.1,14.37,14,162.2,14,10,15
CPT_54643_measurement_num_0,1575891.46,5183256.1,18.62,18,168.03,18,10,15
CPT_54646_measurement_num_0,1574565.01,5182124.51,19.23,19,180.19,19,10,15
CPT_54649_measurement_num_0,1572310.93,5180930.92,19.48,19,162.31,19,10,16
CPT_5464_measurement_num_0,1574796.28,5177926.13,21.8,21,164.02,21,10,15
CPT_54651_measurement_num_0,1575641.28,5186963.94,20.64,20,175.25,20,6,15
CPT_54655_measurement_num_0,1575642.49,5186972.63,20.64,20,175.25,20,6,15
CPT_54656_measurement_num_0,1575633.5,5186943.65,18.35,18,176.98,18,6,15
CPT_54657_measurement_num_0,1575628.5,5186966.64,20.52,20,181.98,20,6,15
CPT_54659_measurement_num_0,1574825.87,5183640.93,19.49,19,169.4,19,10,16
CPT_5465_measurement_num_0,1574826.26,5177928.15,22.32,22,169.84,22,10,15
CPT_54660_measurement_num_0,1574848.86,5183646.92,18.03,17,169.56,18,10,16
CPT_54666_measurement_num_0,1576846.05,5184795.51,20.51,20,184.13,20,6,15
CPT_54667_measurement_num_0,1576836.05,5184808.5,20.42,20,184.47,20,6,15
CPT_54668_measurement_num_0,1576845.05,5184817.5,11.32,11,159.49,11,6,15
CPT_5466_measurement_num_0,1574808.65,5177901.2,22.19,22,170.35,22,10,15
CPT_54672_measurement_num_0,1576430.21,5184946.44,20.51,20,176.03,20,6,15
CPT_54673_measurement_num_0,1576442.21,5184957.44,20.49,20,171.35,20,6,15
CPT_54675_measurement_num_0,1576292.26,5185218.33,17.23,17,178.49,17,6,15
CPT_54676_measurement_num_0,1576297.26,5185207.34,12.38,12,169.81,12,6,15
CPT_54678_measurement_num_0,1574572.95,5184960.4,14.63,14,170.07,14,6,15
CPT_54679_measurement_num_0,1574543.96,5184952.41,18.06,17,175.61,18,6,15
CPT_5467_measurement_num_0,1574825.38,5177908.15,22.15,22,140.87,22,10,15
CPT_54684_measurement_num_0,1575447.77,5178092.14,20.33,20,182.2,20,3,16
CPT_54685_measurement_num_0,1575442.78,5178102.13,20.5,20,164.2,20,3,16
CPT_54686_measurement_num_0,1575459.77,5178117.13,15.2,15,178.06,15,3,16
CPT_54688_measurement_num_0,1577413.33,5184477.4,20.55,20,180.31,20,6,15
CPT_5468_measurement_num_0,1574857.77,5177903.2,21.24,21,162.08,21,10,15
CPT_54698_measurement_num_0,1567490.3,5181516.5,10.77,10,124.01,10,10,15
CPT_5469_measurement_num_0,1574841.39,5177881.08,22.43,22,159.33,22,10,15
CPT_54700_measurement_num_0,1576546.16,5185658.16,20.51,20,174.81,20,6,15
CPT_54701_measurement_num_0,1576546.16,5185676.16,20.5,20,180.42,20,6,15
CPT_54702_measurement_num_0,1576560.15,5185677.16,20.5,20,165.53,20,6,15
CPT_54704_measurement_num_0,1575545.64,5181524.77,20.44,20,170.78,20,6,16
CPT_54705_measurement_num_0,1575552.63,5181536.77,20.51,20,168.77,20,6,16
CPT_54706_measurement_num_0,1575568.63,5181534.77,20.14,20,166.74,20,6,16
CPT_5470_measurement_num_0,1574947.4,5177935.67,20.88,20,175.41,20,10,15
CPT_54714_measurement_num_0,1579460.13,5178347.16,20.53,20,180.85,20,6,255
CPT_54715_measurement_num_0,1579471.13,5178355.15,20.5,20,182.25,20,6,15
CPT_54716_measurement_num_0,1579487.12,5178356.15,20.52,20,177.93,20,6,15
CPT_5471_measurement_num_0,1574941.39,5177958.75,20.74,20,174.74,20,10,15
CPT_54729_measurement_num_0,1570470.0,5196557.0,10.12,10,244.87,10,10,15
CPT_5472_measurement_num_0,1570384.32,5178941.81,21.78,21,129.39,21,10,16
CPT_54734_measurement_num_0,1574452.0,5184438.61,15.98,15,167.82,15,6,15
CPT_54735_measurement_num_0,1574439.01,5184446.6,16.04,15,166.58,16,6,15
CPT_54736_measurement_num_0,1574424.02,5184448.6,16.23,16,165.3,16,6,15
CPT_54737_measurement_num_0,1572891.74,5179640.44,20.11,20,165.74,20,10,15
CPT_54738_measurement_num_0,1572890.74,5179651.44,20.18,20,169.8,20,10,15
CPT_54739_measurement_num_0,1572899.74,5179663.44,20.19,20,174.25,20,10,15
CPT_5473_measurement_num_0,1570384.32,5178941.81,21.78,21,199.36,21,10,16
CPT_54740_measurement_num_0,1573961.86,5180035.11,15.28,15,174.13,15,10,15
CPT_54741_measurement_num_0,1573965.31,5180048.32,20.12,20,183.89,20,10,15
CPT_54742_measurement_num_0,1573977.3,5180052.32,16.21,16,170.7,16,10,15
CPT_54743_measurement_num_0,1572453.0,5196609.0,15.02,14,246.34,15,4,16
CPT_54744_measurement_num_0,1572447.0,5196598.0,14.86,14,267.04,14,6,16
CPT_54745_measurement_num_0,1573129.0,5196769.0,15.76,15,233.76,15,10,15
CPT_54746_measurement_num_0,1573120.0,5196773.0,11.21,11,249.82,11,10,15
CPT_54747_measurement_num_0,1572948.0,5196827.0,15.19,15,256.4,15,10,15
CPT_54748_measurement_num_0,1572943.0,5196838.0,15.37,15,265.24,15,10,15
CPT_54752_measurement_num_0,1571851.25,5176903.57,13.03,12,119.32,13,10,9
CPT_54755_measurement_num_0,1571858.25,5176887.49,12.96,12,127.65,12,10,9
CPT_54757_measurement_num_0,1574575.95,5184939.41,14.53,14,164.41,14,6,15
CPT_54758_measurement_num_0,1574554.0,5184921.0,16.92,16,164.98,16,6,15
CPT_54759_measurement_num_0,1574562.0,5184933.0,14.64,14,162.67,14,6,15
CPT_5475_measurement_num_0,1570384.48,5178990.24,21.73,21,184.33,21,10,16
CPT_54763_measurement_num_0,1574499.71,5178538.86,20.04,19,143.59,20,10,15
CPT_54764_measurement_num_0,1574491.14,5178549.92,20.02,19,155.46,20,10,15
CPT_54765_measurement_num_0,1574509.14,5178549.93,20.01,19,157.82,20,10,15
CPT_54768_measurement_num_0,1576224.27,5186562.8,19.76,19,185.79,19,6,15
CPT_54769_measurement_num_0,1576234.27,5186579.8,17.3,17,178.3,17,6,15
CPT_5476_measurement_num_0,1575169.63,5183142.71,20.0,19,179.92,20,10,15
CPT_54770_measurement_num_0,1576246.87,5186565.43,20.23,20,177.61,20,6,15
CPT_54774_measurement_num_0,1576334.07,5181388.81,20.02,19,179.76,20,6,16
CPT_54775_measurement_num_0,1576359.0,5181378.69,20.03,19,175.0,20,6,16
